Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN16016,3,0,0,2,Meal Plan 1,0,Room_Type 4,141,2018,9,23,Online,0,0,0,163.8,1,Not_Canceled
INN31389,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130,0,Not_Canceled
INN00341,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Online,0,0,0,142,0,Not_Canceled
INN32587,3,0,1,1,Meal Plan 1,0,Room_Type 4,17,2018,7,9,Online,0,0,0,187,0,Canceled
INN29116,2,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,12,24,Online,0,0,0,108,1,Not_Canceled
INN05802,2,0,2,5,Meal Plan 1,0,Room_Type 4,29,2018,11,14,Online,0,0,0,70.88,1,Not_Canceled
INN18428,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52,0,Not_Canceled
INN24112,2,0,0,4,Meal Plan 1,0,Room_Type 6,121,2018,4,6,Offline,0,0,0,100,0,Not_Canceled
INN19441,2,0,0,3,Meal Plan 1,0,Room_Type 1,78,2018,10,18,Offline,0,0,0,80.75,0,Not_Canceled
INN21013,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87,0,Not_Canceled
INN16114,2,0,2,3,Meal Plan 1,0,Room_Type 1,65,2018,4,1,Online,0,0,0,88.91,1,Not_Canceled
INN13960,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN11574,1,0,2,3,Meal Plan 1,0,Room_Type 1,4,2018,10,23,Offline,0,0,0,95,0,Not_Canceled
INN00453,2,0,2,1,Meal Plan 1,0,Room_Type 1,52,2018,11,19,Online,0,0,0,93.6,2,Not_Canceled
INN21905,2,0,0,1,Meal Plan 1,0,Room_Type 2,180,2018,8,20,Online,0,0,0,97.54,1,Not_Canceled
INN36110,2,0,0,2,Meal Plan 1,0,Room_Type 4,28,2018,9,28,Online,0,0,0,154,2,Not_Canceled
INN28713,3,0,0,2,Meal Plan 1,0,Room_Type 1,57,2018,4,28,Online,0,0,0,148.95,0,Not_Canceled
INN01345,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Online,0,0,0,80,0,Canceled
INN04703,2,0,2,2,Meal Plan 1,0,Room_Type 1,20,2018,5,29,Online,0,0,0,90.86,1,Not_Canceled
INN16474,2,0,2,0,Not Selected,0,Room_Type 1,0,2018,10,16,Online,0,0,0,130,0,Not_Canceled
INN20688,2,0,1,4,Meal Plan 1,0,Room_Type 1,36,2018,12,21,Online,0,0,0,88.4,2,Not_Canceled
INN34784,2,0,0,5,Meal Plan 1,0,Room_Type 4,36,2017,11,3,Offline,0,0,0,60,0,Not_Canceled
INN29223,2,0,0,4,Meal Plan 1,0,Room_Type 1,7,2018,10,18,Online,0,0,0,160,1,Not_Canceled
INN09705,1,0,0,1,Meal Plan 1,0,Room_Type 5,0,2017,8,26,Online,0,0,0,0,1,Not_Canceled
INN00702,2,0,0,1,Not Selected,0,Room_Type 4,15,2017,9,17,Online,0,0,0,115,3,Not_Canceled
INN29027,2,0,2,2,Meal Plan 1,0,Room_Type 1,62,2018,9,3,Online,0,0,0,106.88,0,Canceled
INN14156,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65,0,Not_Canceled
INN19142,1,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,60,0,Canceled
INN05135,2,0,1,0,Meal Plan 1,0,Room_Type 1,14,2018,6,26,Online,0,0,0,101,1,Not_Canceled
INN01116,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90,0,Not_Canceled
INN22568,2,0,0,3,Meal Plan 1,0,Room_Type 1,280,2018,12,6,Online,0,0,0,78.3,2,Canceled
INN23756,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Canceled
INN32243,2,0,2,3,Meal Plan 1,0,Room_Type 1,78,2018,3,31,Online,0,0,0,82.45,0,Not_Canceled
INN04700,1,0,1,0,Meal Plan 1,0,Room_Type 1,25,2018,9,12,Online,0,0,0,108,2,Not_Canceled
INN34033,1,0,0,1,Not Selected,0,Room_Type 1,5,2018,12,21,Online,0,0,0,78,2,Not_Canceled
INN01038,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,7,12,Online,0,0,0,116.27,1,Not_Canceled
INN09927,1,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,10,11,Aviation,1,0,1,110,0,Not_Canceled
INN17292,2,0,2,3,Not Selected,0,Room_Type 1,133,2018,8,21,Online,0,0,0,70.04,2,Not_Canceled
INN29001,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN11555,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,2,5,Online,0,0,0,84.65,0,Not_Canceled
INN29299,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,3,14,Online,0,0,0,80.08,1,Not_Canceled
INN20405,2,0,2,5,Meal Plan 1,0,Room_Type 4,39,2018,4,21,Online,0,0,0,117.98,1,Not_Canceled
INN30178,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,72,1,Not_Canceled
INN01370,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,Offline,0,0,0,65,0,Not_Canceled
INN15806,2,0,0,2,Meal Plan 1,0,Room_Type 4,14,2018,4,15,Online,0,0,0,142,1,Not_Canceled
INN31566,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,10,10,Online,0,0,0,118.58,1,Not_Canceled
INN11366,3,0,1,4,Meal Plan 1,0,Room_Type 4,0,2018,6,27,Online,0,0,0,134.57,3,Not_Canceled
INN32526,2,0,1,5,Meal Plan 1,0,Room_Type 1,90,2018,6,28,Online,0,0,0,114.3,0,Canceled
INN09418,1,0,2,1,Not Selected,0,Room_Type 1,116,2018,12,17,Online,0,0,0,79.2,2,Not_Canceled
INN06685,1,0,0,1,Meal Plan 1,0,Room_Type 4,26,2018,5,18,Online,0,0,0,120.12,1,Not_Canceled
INN18572,3,0,0,3,Meal Plan 2,0,Room_Type 1,103,2018,9,6,Offline,0,0,0,159.84,1,Not_Canceled
INN02575,2,0,1,2,Meal Plan 1,0,Room_Type 4,142,2018,6,10,Online,0,0,0,129,1,Not_Canceled
INN24272,2,0,1,3,Meal Plan 1,0,Room_Type 1,78,2018,5,19,Offline,0,0,0,100,0,Not_Canceled
INN19412,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80,0,Not_Canceled
INN01318,2,0,1,3,Meal Plan 1,0,Room_Type 1,21,2018,8,29,Online,0,0,0,124.25,3,Not_Canceled
INN02253,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,1,Canceled
INN05250,2,0,1,3,Meal Plan 2,0,Room_Type 1,106,2018,11,21,Online,0,0,0,117.3,2,Canceled
INN11907,1,2,2,3,Meal Plan 1,0,Room_Type 1,6,2018,4,22,Online,0,0,0,104.92,1,Not_Canceled
INN21001,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN10132,2,0,2,4,Meal Plan 1,0,Room_Type 1,56,2018,3,19,Online,0,0,0,93.5,0,Canceled
INN11292,1,0,0,2,Meal Plan 1,0,Room_Type 1,298,2018,5,10,Offline,0,0,0,76,0,Not_Canceled
INN10757,3,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,3,23,Online,0,0,0,173,0,Not_Canceled
INN30792,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
INN25386,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75,0,Canceled
INN26596,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
INN04229,2,0,1,2,Not Selected,0,Room_Type 1,98,2018,6,10,Online,0,0,0,116.1,3,Not_Canceled
INN31461,2,0,2,1,Not Selected,1,Room_Type 1,156,2018,8,21,Online,0,0,0,103.5,0,Canceled
INN18539,1,1,0,3,Meal Plan 1,0,Room_Type 1,108,2018,5,4,Online,0,0,0,92.4,0,Not_Canceled
INN31562,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,65,1,Not_Canceled
INN08881,2,0,1,5,Meal Plan 1,0,Room_Type 1,56,2018,11,14,Online,0,0,0,88.4,0,Canceled
INN19762,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,5,19,Offline,0,0,0,45,2,Not_Canceled
INN26449,2,0,1,1,Not Selected,0,Room_Type 1,76,2018,7,25,Offline,0,0,0,63.75,0,Canceled
INN10331,2,0,2,2,Meal Plan 1,0,Room_Type 1,86,2018,4,9,Offline,0,0,0,80.75,1,Not_Canceled
INN22871,3,0,2,5,Meal Plan 1,0,Room_Type 1,151,2018,8,4,Online,0,0,0,136.12,0,Canceled
INN20970,1,0,1,0,Meal Plan 1,0,Room_Type 1,8,2018,12,12,Online,0,0,0,96,2,Not_Canceled
INN18400,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,11,3,Offline,0,0,0,75,1,Not_Canceled
INN29191,1,0,1,0,Meal Plan 1,0,Room_Type 1,34,2018,6,26,Online,0,0,0,94.5,1,Not_Canceled
INN10070,2,0,0,4,Meal Plan 1,0,Room_Type 6,2,2018,10,4,Online,0,0,0,175.56,1,Not_Canceled
INN23383,3,0,2,3,Meal Plan 1,0,Room_Type 4,70,2018,4,10,Online,0,0,0,130.05,2,Not_Canceled
INN05814,2,1,2,1,Meal Plan 1,0,Room_Type 4,35,2018,12,24,Online,0,0,0,119.81,1,Not_Canceled
INN11962,2,0,1,2,Not Selected,0,Room_Type 1,58,2018,6,17,Online,0,0,0,116.1,1,Not_Canceled
INN32296,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52,0,Not_Canceled
INN16676,2,0,2,2,Meal Plan 2,0,Room_Type 4,64,2018,4,9,Online,0,0,0,144.5,0,Not_Canceled
INN02022,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Online,0,0,0,61,0,Canceled
INN33382,2,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,125,0,Not_Canceled
INN27432,2,1,1,2,Meal Plan 1,0,Room_Type 1,57,2018,11,11,Online,0,0,0,112.2,1,Canceled
INN23767,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2017,12,4,Offline,0,0,0,55,0,Not_Canceled
INN12544,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Offline,0,0,0,117,1,Canceled
INN33163,2,0,1,2,Meal Plan 1,0,Room_Type 1,158,2018,8,29,Online,0,0,0,96.3,0,Canceled
INN21494,2,0,2,3,Meal Plan 1,0,Room_Type 1,20,2018,5,29,Online,0,0,0,110.15,1,Not_Canceled
INN02311,2,0,0,3,Meal Plan 1,0,Room_Type 1,126,2018,6,2,Offline,0,0,0,80.75,1,Not_Canceled
INN23862,3,0,1,2,Meal Plan 1,0,Room_Type 4,48,2018,5,6,Online,0,0,0,159.3,0,Canceled
INN16301,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,11,24,Online,0,0,0,65.6,0,Not_Canceled
INN16344,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,16,Complementary,0,0,0,0,1,Not_Canceled
INN00863,2,0,2,1,Not Selected,0,Room_Type 1,6,2018,5,8,Online,0,0,0,108,2,Not_Canceled
INN10756,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,2017,10,6,Online,0,0,0,98.67,2,Not_Canceled
INN02563,2,0,0,4,Meal Plan 1,0,Room_Type 1,190,2018,10,26,Online,0,0,0,96.3,0,Canceled
INN34027,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,4,26,Offline,0,0,0,90,0,Not_Canceled
INN00945,2,0,1,1,Meal Plan 1,0,Room_Type 1,24,2017,9,19,Online,0,0,0,124,2,Not_Canceled
INN34228,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2017,10,1,Online,0,0,0,117,2,Not_Canceled
INN11150,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,1,21,Online,0,0,0,79,0,Not_Canceled
INN18707,1,0,0,1,Meal Plan 1,0,Room_Type 1,36,2018,3,1,Corporate,0,0,0,86.5,0,Not_Canceled
INN21960,2,0,2,4,Meal Plan 1,0,Room_Type 1,68,2017,10,17,Online,0,0,0,65.29,1,Not_Canceled
INN21480,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
INN17266,1,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,87,0,Not_Canceled
INN23704,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,90,0,Canceled
INN09107,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,109,0,Canceled
INN20642,2,0,2,0,Meal Plan 1,0,Room_Type 1,104,2018,5,15,Online,0,0,0,91.44,0,Not_Canceled
INN09262,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,4,4,Offline,0,0,0,80,0,Canceled
INN35738,2,0,3,7,Meal Plan 1,0,Room_Type 1,259,2018,8,22,Online,0,0,0,65.49,0,Canceled
INN20312,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,9,20,Online,0,0,0,139,1,Not_Canceled
INN13933,1,0,0,2,Meal Plan 1,0,Room_Type 1,46,2018,11,4,Offline,0,0,0,67.5,0,Not_Canceled
INN14883,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN30957,1,0,2,0,Meal Plan 1,0,Room_Type 1,91,2018,8,21,Online,0,0,0,112.5,0,Not_Canceled
INN10597,2,0,2,0,Not Selected,0,Room_Type 1,117,2018,11,13,Online,0,0,0,79.2,0,Not_Canceled
INN01340,2,0,0,3,Not Selected,0,Room_Type 1,98,2018,12,8,Online,0,0,0,79.2,2,Not_Canceled
INN18743,2,0,1,3,Not Selected,0,Room_Type 1,57,2018,12,26,Online,0,0,0,88.4,0,Canceled
INN30675,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70,0,Not_Canceled
INN08880,2,0,2,1,Meal Plan 2,0,Room_Type 1,87,2018,10,23,Offline,0,0,0,106.25,1,Not_Canceled
INN17948,2,0,2,1,Meal Plan 1,0,Room_Type 4,118,2018,6,11,Online,0,0,0,140.4,1,Not_Canceled
INN30046,2,1,1,2,Meal Plan 1,0,Room_Type 1,190,2018,10,28,Online,0,0,0,112.5,0,Canceled
INN00039,2,0,2,3,Not Selected,0,Room_Type 1,247,2018,11,19,Online,0,0,0,63.75,0,Canceled
INN03522,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,141,0,Not_Canceled
INN25447,2,0,1,0,Not Selected,0,Room_Type 1,1,2017,8,9,Online,0,0,0,98,0,Not_Canceled
INN25504,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,10,21,Online,0,0,0,63.76,0,Not_Canceled
INN22247,2,0,0,0,Meal Plan 1,0,Room_Type 1,228,2018,6,4,Online,0,0,0,0,0,Canceled
INN13654,2,0,2,0,Not Selected,0,Room_Type 1,7,2018,6,26,Online,0,0,0,82.66,1,Not_Canceled
INN02930,2,0,0,3,Meal Plan 1,0,Room_Type 1,101,2018,7,13,Online,0,0,0,105.3,0,Canceled
INN35489,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115,1,Canceled
INN16054,2,0,2,1,Meal Plan 1,0,Room_Type 4,24,2018,12,31,Online,0,0,0,137.33,1,Not_Canceled
INN15286,2,0,2,5,Meal Plan 1,0,Room_Type 1,196,2017,8,16,Online,0,0,0,55.96,2,Not_Canceled
INN21534,2,0,0,1,Not Selected,0,Room_Type 1,19,2018,10,21,Online,0,0,0,140,2,Not_Canceled
INN19237,1,0,2,2,Meal Plan 1,0,Room_Type 1,59,2018,3,19,Online,0,0,0,93.5,1,Not_Canceled
INN23415,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,2018,5,27,Online,0,0,0,140.4,0,Canceled
INN08677,1,0,2,2,Meal Plan 1,0,Room_Type 1,39,2017,10,18,Online,0,0,0,94.5,2,Not_Canceled
INN12887,2,0,0,4,Meal Plan 1,0,Room_Type 1,7,2017,8,26,Online,0,0,0,90,2,Not_Canceled
INN28537,2,0,2,3,Meal Plan 1,0,Room_Type 5,5,2018,7,17,Corporate,0,0,0,143,1,Canceled
INN23925,2,2,1,1,Meal Plan 1,1,Room_Type 6,41,2018,6,27,Online,0,0,0,189.9,3,Not_Canceled
INN27187,2,0,0,2,Meal Plan 1,0,Room_Type 1,298,2018,5,10,Offline,0,0,0,93,0,Not_Canceled
INN29404,2,0,0,3,Meal Plan 1,0,Room_Type 4,218,2018,10,5,Online,0,0,0,122.4,1,Canceled
INN10230,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Canceled
INN01165,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
INN27089,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,8,5,Corporate,0,0,0,60,0,Canceled
INN23381,2,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,10,9,Online,0,0,0,82.39,2,Not_Canceled
INN20296,2,0,2,1,Meal Plan 1,1,Room_Type 4,14,2018,9,11,Online,0,0,0,149.67,2,Not_Canceled
INN22492,2,0,0,3,Meal Plan 1,0,Room_Type 4,30,2018,6,29,Online,0,0,0,146.4,1,Not_Canceled
INN05635,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Canceled
INN11424,2,0,2,2,Meal Plan 1,0,Room_Type 1,133,2017,8,14,Online,0,0,0,76.5,1,Not_Canceled
INN27020,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN06133,2,0,2,1,Meal Plan 1,0,Room_Type 1,193,2018,7,9,Online,0,0,0,70.44,0,Canceled
INN17262,2,0,1,2,Meal Plan 1,0,Room_Type 1,61,2018,3,4,Online,0,0,0,78.3,0,Canceled
INN13162,2,0,2,0,Meal Plan 1,0,Room_Type 1,36,2018,8,14,Online,0,0,0,135.9,1,Not_Canceled
INN07127,1,0,0,3,Meal Plan 1,0,Room_Type 4,13,2018,9,20,Corporate,0,0,0,110,0,Canceled
INN14044,2,0,2,3,Meal Plan 1,0,Room_Type 2,73,2018,3,17,Online,0,0,0,72.12,1,Canceled
INN20120,2,0,2,0,Meal Plan 1,0,Room_Type 1,6,2018,10,9,Offline,0,0,0,104,0,Not_Canceled
INN31745,1,0,1,2,Meal Plan 1,0,Room_Type 1,10,2017,8,21,Online,0,0,0,80,2,Not_Canceled
INN10279,2,0,2,2,Meal Plan 1,0,Room_Type 4,68,2018,9,24,Online,0,0,0,149.4,2,Not_Canceled
INN03070,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,20,Complementary,0,0,0,139,0,Not_Canceled
INN20249,2,0,2,3,Meal Plan 1,0,Room_Type 1,148,2018,5,6,Online,0,0,0,99.45,0,Not_Canceled
INN06231,2,0,0,1,Meal Plan 1,0,Room_Type 4,53,2018,4,2,Online,0,0,0,123.3,0,Canceled
INN20305,3,0,1,3,Meal Plan 1,0,Room_Type 1,14,2018,2,22,Offline,0,0,0,118,1,Not_Canceled
INN23679,2,0,2,3,Meal Plan 1,0,Room_Type 4,79,2018,4,2,Online,0,0,0,92.65,1,Not_Canceled
INN14860,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,20,Corporate,0,0,0,112,0,Not_Canceled
INN16934,3,0,1,3,Meal Plan 1,0,Room_Type 4,43,2018,8,29,Online,0,0,0,144.23,0,Not_Canceled
INN35245,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93.15,0,Canceled
INN15990,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,2017,11,19,Online,0,0,0,72.25,2,Not_Canceled
INN01733,1,0,0,2,Meal Plan 1,1,Room_Type 1,3,2018,3,31,Corporate,1,1,13,67,0,Not_Canceled
INN26773,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2017,11,23,Online,0,0,0,72.25,2,Not_Canceled
INN27875,2,0,0,2,Not Selected,0,Room_Type 1,180,2018,8,25,Online,0,0,0,85.5,0,Canceled
INN21910,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,2018,8,21,Online,0,0,0,119.7,0,Not_Canceled
INN32892,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,10,1,Online,0,0,0,150,1,Not_Canceled
INN16107,2,0,0,1,Meal Plan 1,0,Room_Type 1,82,2018,12,23,Online,0,0,0,93.6,1,Not_Canceled
INN27138,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN06067,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,3,12,Online,0,0,0,88.43,1,Not_Canceled
INN15451,2,2,2,5,Meal Plan 2,0,Room_Type 6,32,2018,4,16,Online,0,0,0,228.6,0,Canceled
INN11652,3,0,2,5,Meal Plan 1,0,Room_Type 1,203,2018,8,13,Online,0,0,0,122.76,1,Canceled
INN26592,2,0,2,1,Not Selected,0,Room_Type 1,14,2018,2,13,Online,0,0,0,79,1,Not_Canceled
INN26308,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,2018,3,7,Online,0,0,0,86,1,Not_Canceled
INN24121,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,6,Online,0,0,0,81,1,Not_Canceled
INN19084,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,3,11,Corporate,0,0,0,75,0,Not_Canceled
INN11054,2,0,2,3,Meal Plan 2,0,Room_Type 4,33,2018,10,2,Online,0,0,0,123.82,0,Canceled
INN23781,1,2,0,1,Meal Plan 1,0,Room_Type 1,143,2018,7,13,Online,0,0,0,106.03,0,Not_Canceled
INN15210,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Not_Canceled
INN26030,3,0,0,1,Meal Plan 1,0,Room_Type 4,176,2018,9,1,Online,0,0,0,159.3,2,Canceled
INN35349,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2017,10,19,Online,0,0,0,89.25,3,Not_Canceled
INN36192,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Canceled
INN17468,2,1,1,4,Meal Plan 1,0,Room_Type 1,139,2018,7,11,Online,0,0,0,116.45,0,Canceled
INN18454,2,1,1,3,Meal Plan 1,0,Room_Type 4,6,2018,8,25,Online,0,0,0,145.9,0,Canceled
INN28747,2,0,2,3,Meal Plan 1,0,Room_Type 1,97,2018,9,8,Offline,0,0,0,112.6,0,Not_Canceled
INN08994,2,0,0,4,Meal Plan 1,0,Room_Type 4,133,2018,7,6,Online,0,0,0,120.7,2,Not_Canceled
INN17178,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0,0,Not_Canceled
INN25373,2,0,1,3,Not Selected,0,Room_Type 1,34,2018,3,24,Online,0,0,0,113.85,0,Canceled
INN09344,2,0,0,2,Not Selected,0,Room_Type 1,46,2018,6,22,Online,0,0,0,89.1,1,Not_Canceled
INN18036,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115,0,Canceled
INN15821,1,0,2,4,Meal Plan 1,0,Room_Type 1,107,2017,12,23,Online,0,0,0,46.63,1,Not_Canceled
INN00421,2,0,1,3,Not Selected,0,Room_Type 1,122,2018,11,14,Online,0,0,0,75.9,2,Canceled
INN07092,2,0,2,4,Not Selected,0,Room_Type 1,13,2018,2,5,Online,0,0,0,79,0,Canceled
INN21415,3,0,1,2,Meal Plan 1,0,Room_Type 4,103,2018,12,19,Online,0,0,0,140,1,Canceled
INN12264,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,2017,8,5,Online,0,0,0,90,1,Not_Canceled
INN20847,2,0,2,1,Not Selected,0,Room_Type 1,81,2018,9,3,Online,0,0,0,125.1,2,Not_Canceled
INN11648,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,2,1,Corporate,1,2,18,66,0,Not_Canceled
INN08474,2,0,2,0,Meal Plan 1,0,Room_Type 1,12,2018,9,25,Online,0,0,0,149,0,Canceled
INN27578,1,0,0,1,Meal Plan 2,0,Room_Type 1,255,2018,6,14,Offline,0,0,0,87,0,Not_Canceled
INN14459,2,0,2,1,Meal Plan 1,0,Room_Type 1,30,2018,2,28,Offline,0,0,0,72,1,Not_Canceled
INN10572,3,0,1,0,Meal Plan 1,0,Room_Type 4,103,2018,10,9,Online,0,0,0,151.2,0,Canceled
INN10646,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Offline,0,0,0,90,0,Canceled
INN11939,2,0,1,4,Meal Plan 1,0,Room_Type 4,78,2018,12,26,Online,0,0,0,110.84,2,Not_Canceled
INN16873,2,0,0,3,Not Selected,0,Room_Type 1,65,2018,6,2,Offline,0,0,0,72.25,0,Not_Canceled
INN23571,2,0,0,3,Meal Plan 1,0,Room_Type 4,87,2018,10,6,Online,0,0,0,132.3,0,Canceled
INN30570,2,0,1,2,Not Selected,0,Room_Type 1,38,2018,2,26,Online,0,0,0,61.07,1,Not_Canceled
INN02650,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90,0,Canceled
INN05615,2,0,0,3,Not Selected,0,Room_Type 1,68,2018,5,10,Online,0,0,0,116.1,0,Canceled
INN24709,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115,1,Canceled
INN15427,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled
INN31920,2,0,1,3,Meal Plan 1,0,Room_Type 1,119,2018,4,4,Offline,0,0,0,71,1,Not_Canceled
INN29341,2,0,1,2,Meal Plan 1,0,Room_Type 1,37,2018,3,11,Offline,0,0,0,63,0,Not_Canceled
INN14609,2,0,1,2,Meal Plan 1,0,Room_Type 6,69,2018,1,29,Offline,0,0,0,82,0,Not_Canceled
INN20814,2,0,2,2,Meal Plan 1,0,Room_Type 1,31,2018,5,8,Online,0,0,0,97.71,0,Canceled
INN09266,2,0,0,1,Meal Plan 1,0,Room_Type 4,19,2018,4,30,Online,0,0,0,156,0,Canceled
INN30786,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,10,26,Offline,0,0,0,90,1,Not_Canceled
INN13589,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Not_Canceled
INN09502,1,0,0,1,Meal Plan 1,0,Room_Type 1,238,2018,10,13,Offline,0,0,0,80,0,Not_Canceled
